Start Time:  10-07-2025 10:28:52          Time Completed:  10-07-2025 11:20:37      Elapsed Time:  00:51:44
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\NE@citrato250613.txt
Plot File:     C:\IDEASVSM\LS_QC\NE@citrato250613.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\NE@citrato250613.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.0236155 	
 18000 	 0.0235807 	
 17000 	 0.02361 	
 16000 	 0.0235849 	
 15000 	 0.0235716 	
 14000 	 0.0235493 	
 13000 	 0.0235135 	
 12000 	 0.0234732 	
 11000 	 0.0234318 	
 9999.99 	 0.0233591 	
 8999.99 	 0.0232856 	
 7999.98 	 0.0231659 	
 7000 	 0.0230571 	
 6000.01 	 0.0228659 	
 5000.01 	 0.0226395 	
 4000 	 0.0222825 	
 3000.01 	 0.0217481 	
 1999.99 	 0.0208041 	
 999.983 	 0.0187545 	
 949.991 	 0.0185604 	
 900.001 	 0.018357 	
 849.994 	 0.0181598 	
 800.007 	 0.0179404 	
 749.998 	 0.0176933 	
 699.999 	 0.0174214 	
 649.994 	 0.0171363 	
 599.999 	 0.016801 	
 549.999 	 0.0164387 	
 499.999 	 0.0160315 	
 450 	 0.0155845 	
 399.998 	 0.0150566 	
 349.994 	 0.0144242 	
 299.997 	 0.0136876 	
 249.999 	 0.0127728 	
 200.004 	 0.0116528 	
 189.987 	 0.0113859 	
 179.995 	 0.0110937 	
 169.992 	 0.0108012 	
 159.999 	 0.0104957 	
 149.968 	 0.0101531 	
 140.007 	 0.00980761 	
 130 	 0.00942309 	
 120.003 	 0.00902627 	
 109.995 	 0.00858729 	
 100.001 	 0.00811268 	
 90.0022 	 0.00761016 	
 79.9954 	 0.00706743 	
 70.0014 	 0.00647937 	
 60.0008 	 0.00583621 	
 50.002 	 0.00512365 	
 40.0075 	 0.00434122 	
 29.993 	 0.00347012 	
 19.9939 	 0.00247934 	
 18.0038 	 0.00223504 	
 15.9985 	 0.00199175 	
 13.9984 	 0.00174042 	
 11.9977 	 0.00148586 	
 9.99187 	 0.00123051 	
 7.99953 	 0.000977541 	
 6.00236 	 0.00073497 	
 3.99443 	 0.000495656 	
 2.00039 	 0.000255918 	
-0.00217475 	 0.0000181322 	
-2.00995 	-0.000212722 	
-3.99347 	-0.00043547 	
-5.99092 	-0.00065312 	
-8.01302 	-0.000872508 	
-10.0006 	-0.00109065 	
-12.0006 	-0.00131058 	
-14.003 	-0.00152555 	
-16.0048 	-0.0017454 	
-18.0049 	-0.00196391 	
-19.9975 	-0.00218138 	
-29.9921 	-0.00319713 	
-40.0035 	-0.00413747 	
-49.9981 	-0.00497419 	
-60.0055 	-0.00570753 	
-70.0019 	-0.00636862 	
-80.0039 	-0.0069648 	
-89.9993 	-0.00751396 	
-100.004 	-0.00802946 	
-110.004 	-0.00849925 	
-120.011 	-0.00894333 	
-130.006 	-0.00934814 	
-139.997 	-0.00973854 	
-149.996 	-0.0100932 	
-160 	-0.0104345 	
-170.009 	-0.0107566 	
-180.008 	-0.0110491 	
-190.009 	-0.0113336 	
-199.999 	-0.0115943 	
-250.001 	-0.0127296 	
-300.004 	-0.01365 	
-350.007 	-0.0143899 	
-399.997 	-0.0150275 	
-449.994 	-0.0155655 	
-500.01 	-0.0160218 	
-550.004 	-0.0164276 	
-599.985 	-0.0167952 	
-650.002 	-0.0171288 	
-700.006 	-0.0174216 	
-750.003 	-0.017687 	
-800.004 	-0.0179403 	
-849.998 	-0.0181665 	
-900.004 	-0.0183642 	
-950.004 	-0.0185646 	
-999.997 	-0.0187385 	
-1999.99 	-0.0208014 	
-3000.02 	-0.021717 	
-4000.01 	-0.0222546 	
-5000.03 	-0.022612 	
-5999.99 	-0.0228131 	
-7000 	-0.0229819 	
-8000.01 	-0.0230922 	
-9000 	-0.0232156 	
-10000 	-0.0232837 	
-11000 	-0.023372 	
-12000 	-0.023414 	
-13000 	-0.0234469 	
-14000 	-0.0234785 	
-15000 	-0.0235023 	
-16000 	-0.0235094 	
-17000 	-0.0235282 	
-18000 	-0.0235752 	
-19000 	-0.0235614 	
-18000 	-0.0236025 	
-17000 	-0.0235844 	
-16000 	-0.023565 	
-15000 	-0.0235557 	
-14000 	-0.023534 	
-13000 	-0.0235107 	
-12000 	-0.0234734 	
-11000 	-0.0234369 	
-9999.98 	-0.0233699 	
-9000 	-0.0232844 	
-8000.01 	-0.0231778 	
-7000.01 	-0.0230427 	
-6000.01 	-0.0228797 	
-4999.99 	-0.0226536 	
-3999.99 	-0.0222991 	
-2999.92 	-0.0217513 	
-1999.99 	-0.0208232 	
-999.986 	-0.018778 	
-950.01 	-0.0185803 	
-900.001 	-0.0183935 	
-850.004 	-0.018178 	
-799.991 	-0.0179454 	
-749.993 	-0.0177044 	
-700.001 	-0.0174472 	
-650 	-0.0171418 	
-600.001 	-0.0168311 	
-550.002 	-0.0164683 	
-499.997 	-0.0160658 	
-450.004 	-0.0155867 	
-400.007 	-0.0150594 	
-350.002 	-0.0144376 	
-299.998 	-0.0136937 	
-250.001 	-0.0127834 	
-200 	-0.0116629 	
-190.003 	-0.0113955 	
-180.001 	-0.0111104 	
-169.992 	-0.0108201 	
-159.996 	-0.0104974 	
-149.999 	-0.0101727 	
-139.998 	-0.00981624 	
-129.994 	-0.00943632 	
-120.002 	-0.0090379 	
-110.003 	-0.00858814 	
-100.04 	-0.00811458 	
-89.9932 	-0.00761673 	
-79.9966 	-0.00705567 	
-69.9975 	-0.00645923 	
-60.0059 	-0.00581709 	
-50.3336 	-0.00513559 	
-40.0015 	-0.00431954 	
-30.0038 	-0.00344015 	
-19.999 	-0.00245645 	
-17.9909 	-0.00221758 	
-15.994 	-0.00197699 	
-13.9923 	-0.00172508 	
-12.001 	-0.00146823 	
-9.99666 	-0.0012148 	
-8.00463 	-0.000967369 	
-6.00032 	-0.000724571 	
-4.00351 	-0.000483449 	
-1.98927 	-0.000249115 	
-0.00761696 	-0.0000159141 	
 1.99286 	 0.000216258 	
 4.00627 	 0.000443638 	
 6.00527 	 0.000666681 	
 8.00411 	 0.000886116 	
 10.001 	 0.0011071 	
 12.0105 	 0.0013253 	
 14.0061 	 0.00154796 	
 16.0071 	 0.00176776 	
 18.0048 	 0.00199094 	
 20.007 	 0.00221428 	
 29.9988 	 0.00323664 	
 40.0004 	 0.00419479 	
 50.0003 	 0.00501883 	
 60.0216 	 0.00575082 	
 70.0075 	 0.00639719 	
 80.0057 	 0.00699844 	
 90.0074 	 0.00755464 	
 99.9982 	 0.00806248 	
 110.009 	 0.0085263 	
 120.003 	 0.00897243 	
 130.002 	 0.00937089 	
 139.994 	 0.0097555 	
 149.998 	 0.0101051 	
 160.001 	 0.0104496 	
 170.005 	 0.0107641 	
 179.992 	 0.011065 	
 190.004 	 0.0113325 	
 200.003 	 0.0116065 	
 250.002 	 0.0127426 	
 300.008 	 0.0136373 	
 350.001 	 0.0143971 	
 399.995 	 0.0150314 	
 449.994 	 0.0155522 	
 500.01 	 0.0160258 	
 550.001 	 0.0164418 	
 600.002 	 0.016797 	
 649.988 	 0.0171211 	
 699.997 	 0.0174331 	
 749.989 	 0.0176865 	
 799.993 	 0.0179385 	
 850 	 0.0181622 	
 900 	 0.0183663 	
 949.99 	 0.0185498 	
