Start Time:  25-06-2025 12:11:07          Time Completed:  25-06-2025 13:02:00      Elapsed Time:  00:50:52
Sample ID:     

Experiment:    C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.exp
Data File:     C:\IDEASVSM\LS_QC\NE@250609CC1.txt
Plot File:     C:\IDEASVSM\LS_QC\NE@250609CC1.oc2
VSM Exp File:  C:\IDEASVSM\LS_QC\Experiments\MvsH_1\MvsH_1.stp
VSM Data File: C:\IDEASVSM\LS_QC\NE@250609CC1.dat

***DATA***

Field(G)	 Moment(emu)	
 19000 	 0.02579 	
 18000 	 0.0258835 	
 17000 	 0.0258764 	
 16000 	 0.0258425 	
 15000 	 0.0256246 	
 14000 	 0.0254087 	
 13000 	 0.0254363 	
 12000 	 0.0252255 	
 11000 	 0.0251742 	
 10000 	 0.0250451 	
 9000 	 0.0248565 	
 7999.99 	 0.0247986 	
 6999.98 	 0.0243313 	
 5999.98 	 0.0241198 	
 5000 	 0.0237606 	
 4000 	 0.0232274 	
 2999.98 	 0.0224831 	
 1999.99 	 0.0213515 	
 999.996 	 0.0190004 	
 949.988 	 0.0188014 	
 900.002 	 0.0185895 	
 850.004 	 0.0183531 	
 800 	 0.0180991 	
 750.001 	 0.0178236 	
 699.999 	 0.0177368 	
 649.99 	 0.0173965 	
 599.997 	 0.0170638 	
 549.999 	 0.01667 	
 500.005 	 0.016252 	
 449.995 	 0.0157718 	
 400.002 	 0.0152261 	
 349.993 	 0.0145622 	
 300.002 	 0.0138064 	
 249.999 	 0.0128708 	
 199.995 	 0.0117076 	
 189.998 	 0.0114183 	
 180 	 0.01119 	
 169.995 	 0.0108832 	
 159.994 	 0.0105505 	
 150.008 	 0.010208 	
 139.992 	 0.00985095 	
 129.993 	 0.00945321 	
 119.994 	 0.00904003 	
 109.998 	 0.00859571 	
 99.9938 	 0.00808893 	
 89.9925 	 0.00759159 	
 79.992 	 0.00702153 	
 69.9918 	 0.00641818 	
 59.9983 	 0.00574104 	
 49.9979 	 0.00499474 	
 40.0031 	 0.0041625 	
 29.9957 	 0.00324646 	
 19.9945 	 0.00224684 	
 18.0002 	 0.00201609 	
 15.9981 	 0.00180262 	
 13.9999 	 0.00158197 	
 11.993 	 0.00136079 	
 9.99854 	 0.0011236 	
 8.00031 	 0.000909536 	
 5.99571 	 0.000687065 	
 4.00197 	 0.000469789 	
 1.99875 	 0.000246395 	
 0.0020295 	 0.0000187254 	
-2.00517 	-0.000196147 	
-4.00475 	-0.000402258 	
-6.00209 	-0.000610412 	
-7.99275 	-0.000807098 	
-10.0016 	-0.00101084 	
-11.9977 	-0.00120991 	
-14.0101 	-0.00142405 	
-16.0047 	-0.00162872 	
-18.0044 	-0.00183273 	
-20.0092 	-0.00202727 	
-30.0082 	-0.00298709 	
-40.0011 	-0.00390777 	
-49.9982 	-0.00481826 	
-59.992 	-0.00558633 	
-70.0099 	-0.00629508 	
-80.0044 	-0.006929 	
-89.9971 	-0.00750363 	
-100.001 	-0.00803219 	
-110.016 	-0.00852855 	
-120.002 	-0.00896447 	
-129.996 	-0.0094012 	
-140.006 	-0.00978913 	
